date	time	from	message	spam	debit	credit	otp	bill
May-22-2019	2:09	IMHDFCBK IMHDFCBK 	Ur transaction on HDFC Bank CREDIT Card ending 1018 for Rs. 2.00  has been credited/reversed by AY5SPT356 on 2019-05-21:20:39:14  					
Apr-03-2019	14:28	AXPZAHUT AXPZAHUT 	Add flavours of Pizza Hut's Tastiest Pan Pizzas to your mid-week party. Now get 2 Perosnal Pan Pizzas starting @ Rs.99 each. Walk-In/Order @ PH0.in/5MKJom T&C  					
May-11-2019	12:08	51466 51466 	"Your order for Mamaearth Milky Soft Natural Baby... is cancelled. If you have already paid, refund will be initiated shortly. Details: http://amzn.in/d/c5s8sq9  "					
May-12-2019	14:28	ADPZAHUT ADPZAHUT 	Make it special for your Mom with Pizza Hut's Tastiest Pan Pizzas. Pizzas starting @Rs 99. Dine-In at the nearest Pizza Hut store or order @ PH99.in/VKit6j T&C  					
Apr-15-2019	20:22	HSBCSG HSBCSG 	"HSBCSG: 15APR2019 20:22 Purchase at DIN TAI FUNG @ CITY SQUA on *** 0044 for SGD43.90. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-22-2019	14:24	HSBCSG HSBCSG 	"HSBCSG: 22APR2019 02:51 NETS Purchase at COMFORT TRANSPORTATIONTH from 175-033***-492 for SGD10.75. For assistance, call us at 18004722669 or +6564722669.  "					
May-16-2019	11:43	BWSAVING BWSAVING 	Congratulations! Your free trading account will be opened & Get Rs 5500/- cashback. Check Now http://bit.ly/2PFon5t  					
May-29-2019	14:02	IDPTHLAB IDPTHLAB 	"Full Body Checkup @ Home(91+)Test Rs1199 With Free Doctor Advice Vitamin D & B12,Bones Heart, Kidney, Liver, CBC, Diabetes, Thyroid, Urine Misscall@ 8929313784  "					
Apr-26-2019	20:32	HPCKSTRY HPCKSTRY 	"Hi NEELESH SHARMA ! You have 100 Points in your The Cake Story's wallet. Now, redeem up to Rs.100 on every online order at cakestory.in . Hurry, Redeem it NOW :)  "					
May-17-2019	16:00	IMEYEGLS IMEYEGLS 	Congrats! We have selected 100+ Trendy Eyeglasses for you to try at home by Lenskart. Absolutely FREE! Misscall at 1800-102-6886 to book. Limited slots! Hurry!  					
May-09-2019	17:32	GRAB GRAB 	882768 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-16-2019	12:16	BZHDFCSL BZHDFCSL 	"Special trading privilege for you! Now pay Zero Brokerage on Nifty Options trading, till 31st May, 2019. Contact Vaibhav (your RM) - 02262576419  "					
Apr-11-2019	11:41	AXBBQCOM AXBBQCOM 	May all wonderful desires of your heart come true this day. The Barbeque Company wishes you a very Happy Birthday come and feast on to the best live grill buffet and avail a 10% discount and a cake on the house. Valid on your Birthday only. To avail the offer please show the SMS at the front desk.  					
Apr-11-2019	21:41	HSBCSG HSBCSG 	HSBCSG: 11APR Transfer/Payment to basic account SGD 43.00+  					
Apr-26-2019	17:00	AD620406 AD620406 	Join Live action for a webinar on Case Studies of Building Envelope Design for Sustainable Buildings @ https://bit.ly/2Pymjw7  					
Apr-26-2019	20:01	IMSBIATM IMSBIATM 	"ÓñòÓñ¥Óñ░ÓÑìÓñí Óñ¿Óñ«ÓÑìÓñ¼Óñ░, Óñ©ÓÑÇÓñÁÓÑÇÓñÁÓÑÇ, Óñ¬Óñ┐Óñ¿, ÓñôÓñƒÓÑÇÓñ¬ÓÑÇ ÓñòÓñ┐Óñ©ÓÑÇ ÓñòÓÑï Óñ¿ Óñ¼ÓññÓñ¥ÓñÅÓñéÓÑñ Óñ¼ÓÑêÓñéÓñò ÓñòÓñ¡ÓÑÇ Óñ¿Óñ╣ÓÑÇÓñé Óñ¬ÓÑéÓñøÓññÓñ¥ÓÑñ  "					
May-13-2019	13:05	ADAMEXXX ADAMEXXX 	"Our partner, Jet Privilege Pvt. Ltd. has assured us that the value of JPMiles earned on your Jet Airways American Express Platinum Credit Card is intact.We are happy to offer you a first year free membership of the American Express Platinum Travel Credit Card as a companion to your existing Card, which offers you benefits of Rs. 29,500 annually by spending Rs. 4 Lakhs*.To Apply visit https://amex.co/jetcomtr.Please visit https://www.americanexpress.com/in/ to see the benefits of the Card.* T&C apply. Your Card will be delivered within 7 business days post the receipt of your application.  "					
Jun-05-2019	15:01	BH440600 BH440600 	American Express - Enjoy No Cost EMI* offered by Flipkart on products worth Rs.5000 or more only with your American Express Credit Card between 4th to 7th June. *T&Cs Apply - www.amex.co/fkamex Shop Now on www.flipkart.com To unsubscribe text STOP to 5616166  					
May-10-2019	14:22	AD650016 AD650016 	"Song with NameTune! Set Song,Devotional & Celebrity Tunes as Hello Tune on Airtel,dial 567895(tollfree) For Contest,Cricket,Astro and more,dial 56789(tollfree)  "					
Apr-01-2019	17:33	HSBCSG HSBCSG 	"HSBCSG: 01APR2019 17:33 Purchase at OPERETTA CORNER BAR on *** 0044 for SGD50.60. For assistance, call us at 18004722669 or +6564722669.  "					
May-09-2019	21:48	AXCBSSBI AXCBSSBI 	"Your AC XXXXX976077 Debited INR 25.00 on 09/05/19 -CDM CHARGE DR . Avl Bal INR 28,076.71.  "					
Jun-07-2019	18:21	HPPZAPRV HPPZAPRV 	Dear Investor Thanks for visiting Paisabazaar. Feedback from valued customers is best way to improve our services. Take a short survey http://nmc.sg/fzSy66  					
Apr-12-2019	19:15	AXMYLESC AXMYLESC 	"Steal the weekend Deal! Book now for Swift, KUV-100, Innova Crysta  & more to get Flat 1200  off on Rs.6500 booking. Code: CAR Visit  http://bit.ly/2Gi2d7 T&C.  "					
Apr-22-2019	22:21	TXFABIND TXFABIND 	"Hurry! Last 3 days for Fabindia Sale!! Grab your favorites @discount upto 70%. Visit Huda Commercial Centre Sector-14, Gurgaon(Next to Axis Bank).  "					
Jun-08-2019	17:17	AXHDFCBN AXHDFCBN 	India's score=Your CashBack Spend Rs.2000 on dine-in/online food order via HDFCBank Debit Card & earn CashBack everytime India plays  resu.io/JFLZ7HZME2xJ TnC  					
Apr-23-2019	14:20	ADHDFCBN ADHDFCBN 	"40% OFF* on premium restaurants at the Good Food Trail! Valid with HDFC Bank Cards only on Friday, Saturday & Sunday Check out restaurants: resu.io/UHRW7HZME26r T&C  "					
Apr-18-2019	13:58	ADMYAMEX ADMYAMEX 	A charge of INR 1.00 has been initiated on your American Express Card No. ***81003 at GOOGLE SERVICES on 18/04/2019 at 11:28AM IST.  					
Jun-07-2019	11:55	AD650016 AD650016 	"ZEE5 premium at NO EXTRA COST! Watch latest movies & shows like Simba, URI, Kedarnath & The Final call on Airtel Thanks App! www.airtel.in/5/Plan499  "					
Apr-04-2019	23:21	ADSBIUPI ADSBIUPI 	"Dear SBI UPI User, your account is debited INR 2000.0 on Date 2019-04-04 08:51:29 PM by UPI Ref No 909420460227.Download YONO @ www.yonosbi.com  "					
Apr-18-2019	21:47	ADVEROIN ADVEROIN 	BUY 1 DRESS & GET 1 FREE* at VERO MODA. All your Summer wardrobe needs will be adDRESSed. Rush to the nearest store or shop online at www.veromoda.in *T&C  					
May-30-2019	20:31	HSBCSG HSBCSG 	"HSBCSG: 30MAY2019 20:31 Purchase at CARL'S JR-VIVO on *** 0044 for SGD27.30. For assistance, call us at 18004722669 or +6564722669.  "					
May-28-2019	11:15	GRAB GRAB 	245101 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
Apr-20-2019	17:05	IMCOMPRE IMCOMPRE 	"Don't wait for time to run out, protect your family. Life insurance of Rs. 1 cr starting at Rs. 563/month http://nmc.sg/dpDrwR  "					
Jun-09-2019	10:50	AXHDFCBK AXHDFCBK 	"Dear HDFCBank cardmember, Payment of Rs 4572 was credited to your card ending 1018 on 08/JUN/2019.  "					
May-16-2019	18:50	GRAB GRAB 	175546 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
Apr-03-2019	19:42	AXZETAMB AXZETAMB 	Your Sodexo Card 637513-xxxxxx-2765 has no debit or credit transaction for the last 181 days. Use your card now to avoid an Inactive Fee.  					
Apr-12-2019	12:08	BWONESTA BWONESTA 	Buy 2 Get 2! Buy any 2 pizzas of your choice at Onesta & Get 2 Pizzas Free over the weekend till 14Apr starting today! Use Code  PU212K5FD4 ! TnC Apply  					
May-20-2019	19:26	IMPZMONY IMPZMONY 	Instant personal loan starting from just 10.99% for people above Rs 30000 monthly salary. Disbursal in just 48Hrs.Click http://nmc.sg/egG7Wm to apply.  					
Apr-26-2019	18:10	ADMYLESC ADMYLESC 	Make your weekend breezy! Book for a ride with Myles & get FLAT 15% off on booking of Rs.5000 Use Code: FUN   Visit http://bit.ly/1v60d T&C apply.  					
Apr-26-2019	19:43	ADVEROIN ADVEROIN 	Sassy Summers AdDRESSed. BUY 1 DRESS & GET 1 FREE* at VERO MODA. Up your style quotient with versatile dresses. Visit the store or shop @ www.veromoda.in *T&C  					
Jun-09-2019	7:25	121 121 	"Ebill dated 09-Jun-19 bill for your airtel mobile will be sent to neelesh110493@gmail.com shortly. Your ebill password (all lower case) is mtk2. To continue receiving ebills, SMS STOP PAPER <your email id> to 121 from your airtel mobile.  "					
May-06-2019	12:16	51466 51466 	"Arriving Today:Hicks N-850 Automa.. & 1 item will be delivered by AmzAgent(+911246811004 PIN 7028). Pay Rs.1,718 by Cash/Card. Track: http://amzn.in/d/dRB3run  "					
Jun-07-2019	11:35	AXHDFCBN AXHDFCBN 	"CONGRATS! You've got XTRA 2,500 Reward Points. To claim it, just shop for  Rs.25,000 or more in-store via EasyEMI on Credit Card xx1018  resu.io/ALAE7HZME2V6 T&C  "					
Apr-22-2019	19:21	HSBCSG HSBCSG 	"HSBCSG: 22APR2019 20:21 Purchase at STARBUCKS-BTS 1 on *** 0044 for MYR16.45. For assistance, call us at 18004722669 or +6564722669.  "					
May-27-2019	15:01	AXHDFCBN AXHDFCBN 	Shop for your favourite brand! With HDFC Bank EasyEMI on Debit Card xxxxxx enjoy XTRA Rs.250 CashBack Click to know more: resu.io/YKGZ7HZME2IR T&C  					
May-25-2019	16:34	AXvONEMG AXvONEMG 	Your Rs.100 1mgCash expires today- Use it to order medicines and get 25% OFF + up to Rs.200 Paytm Cashback* Code: NEW25 Order - http://nmc.sg/ezBmCf  					
Apr-24-2019	11:50	ADHDFCBN ADHDFCBN 	"SUPER DEAL:iPhoneXR@just Rs.53,900 Only on HDFC Bank Debit/Credit Card.  Rush to a store near you NOW! CashBack offers available with EASYEMI bit.ly/Xripho  "					
Apr-18-2019	21:29	20000 20000 	" Manual Guide Select ""Settings"" > ""Wi-Fi & Internet"" > ""SIM & network"" > ""SIM 1"" > ""SIM 2"" > ""Access point names"" > ""+"" > ""Name"" Enter Digi Internet Select ""APN"" Enter diginet Select ""APN type"" > ""default"" Select ""Menu"" > ""Save""    "					
Apr-05-2019	12:42	AXSBIPSG AXSBIPSG 	"Your NEFT of Rs 10,000.00 with UTR SBIN519095098679 DTD 05/04/19 credited to Beneficiary AC NO. XXXXXXXXXX2392 at HDFC0000003 on 05/04/19 at 09:37 AM.  "					
May-20-2019	18:31	IMPZMONY IMPZMONY 	Instant personal loan starting from just 10.99% for people above Rs 30000 monthly salary. Disbursal in just 48Hrs.Click http://nmc.sg/egG7Wm to apply.  					
Apr-05-2019	4:11	121 121 	Welcome to Singapore! You are connected on Airtel's International Roaming service. Opt for our Smartpacks & enjoy UNLIMITED Min free incoming calls  3 GB data and 250 mins of free local/calls to India & 100 SMS at just Rs.1499 for 10 days. To activate  call +919910099100 (International Tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay.  					
Jun-03-2019	10:56	HSBCSG HSBCSG 	HSBCSG: 03JUN Transfer from basic account SGD 105.82- to +6584321792 for Ice skating/food  					
May-17-2019	20:59	AXHDFCBN AXHDFCBN 	Fixed Deposit rates just got better! Re-book an FD in 3 simple steps ! Login :  resu.io/PNWS7HZME2YG  >Transact>Open FD less than Rs 5 Cr T&C  					
May-04-2019	1:50	HSBCSG HSBCSG 	"HSBCSG: 04MAY2019 01:50 Purchase at STARBUCKS COFFEE(LC)SPOR on *** 0044 for SGD6.70. For assistance, call us at 18004722669 or +6564722669.  "					
Jun-07-2019	22:31	HPLALLAB HPLALLAB 	"Health ke saath no compromise!! Opt for Swasthfit health check-up by Dr Lal PathLabs at Rs2299 For Home Collection, Click bit.ly/2I6Gf5X Call 01139885050  "					
May-22-2019	0:58	IMHDFCBK IMHDFCBK 	Ur transaction on HDFC Bank CREDIT Card ending 1018 for Rs. 2.00  has been credited/reversed by AY5SPT356 on 2019-05-21:20:39:14  					
Jun-02-2019	19:52	AXZETAMB AXZETAMB 	Your Sodexo Card 637513-xxxxxx-2765 has no debit or credit transaction for the last 241 days. Use your card now to avoid an Inactive Fee.  					
Apr-26-2019	13:36	IM401127 IM401127 	"Craving for a non-veg Friday treat?   Try Navarasams new & exclusive chicken tikka, kheema, mutton dosas! 30% Off Code ZOMATO Order now @ http://bit.ly/2JsPRvB  "					
Apr-11-2019	21:39	HSBCSG HSBCSG 	"HSBCSG: 11APR2019 21:39 Purchase at GRAB *GRABFOOD on *** 0044 for SGD43.80. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-19-2019	11:20	IXREDBUS IXREDBUS 	"<#> 495328 is your OTP and it is valid for the next 15 mins. Please do not share this OTP with anyone. Thank you, redBus. xCvl+Lo2HH8  "					
Apr-18-2019	21:29	2901 2901 	Successfully Activated - biGBonus 10 (1.5GB + FREE 7GB) -7d.  					
Apr-18-2019	16:48	HSBCSG HSBCSG 	"HSBCSG: 18APR2019 16:48 Purchase at GOJEK on *** 0044 for SGD16.10. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-19-2019	13:22	VKBANKPL VKBANKPL 	"Hi Neelesh, now your Personal Loan application gets approved in just 24 hours. No more waiting. Apply now. TnC apply bnkbzr.co/akfq8jd6cd  "					
May-06-2019	10:31	51466 51466 	Pay Rs 1718.00 for your incoming Amazon order Hicks N... Click to Pay: http://amzn.in/7O7Tc4b   					
Apr-21-2019	14:16	IM401127 IM401127 	"Navarasams Non-Veg treats from South! Try our new & flavorful chicken tikka, kheema & mutton dosas! Special 30% Weekend Off Order now @ http://bit.ly/2JsPRvB  "					
Apr-05-2019	14:38	VKCCBANK VKCCBANK 	"Hi neelesh, convert spends into EMIs with Axis Bank Privilege Credit Card+ earn gift vouchers worth Rs. 5,000. Apply now. TnC apply bankbzr.com/w/IGBAIS/549t5  "					
May-07-2019	19:00	ADHDFCBK ADHDFCBK 	"UPDATE: INR 6,000.00 debited from A/c XX2392 on 07-MAY-19. Info: Net PI to HSL Sec A/c 2979549-00602340029410. Avl bal:INR 7,618.62  "					
Jun-04-2019	16:56	ADAPLYNW ADAPLYNW 	Personal Loan starting @1.5% interest. Avail upto Rs 1 Lakh. 100% Online Process. Direct Bank Transfer. Apply Now on KreditBee  http://nmc.sg/f9YbND  					
Jun-05-2019	0:44	HSBCSG HSBCSG 	HSBCSG: YOUR ONE-TIME PASSWORD IS 933124 FOR XXXX-XXXX-XXXX-0044. IT WILL EXPIRE IN 3 MINUTES.   PLEASE DO NOT USE FOR OTHER PURPOSE.  					
May-25-2019	20:08	BWBHROUZ BWBHROUZ 	"Gosht Haleem, a slow-cooked savory mutton & lentils recipe served with Khubus Now at an exclusive price of 200 + 20% CB on Amazon Pay. Ordr@ bit.ly/BehrouzWeb  "					
Apr-18-2019	19:26	121 121 	Welcome to Malaysia! You are connected on Airtel's International Roaming service. Opt for our Smartpacks & enjoy UNLIMITED Min free incoming calls  3 GB data and 250 mins of free local/calls to India & 100 SMS at just Rs.1499 for 10 days. To activate  call +919910099100 (International Tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay.  					
Apr-18-2019	21:29	20000 20000 	" Manual Guide Select ""Settings"" > ""Wi-Fi & Internet"" > ""SIM & network"" > ""SIM 1"" > ""SIM 2"" > ""Access point names"" > ""+"" > ""Name"" Enter Digi MMS Select ""APN"" Enter digimms Select ""Username"" Enter mms Select ""Password"" Enter mms Select ""MMSC"" Enter http://mms.digi.com.my/servlets/mms Select ""MMS proxy"" Enter 203.092.128.160 Select ""MMS port"" Enter 80 Select ""APN type"" > ""mms"" Select ""Menu"" > ""Save""    "					
Apr-17-2019	18:59	ADvONEMG ADvONEMG 	Your Rs.100 1mgCash expires today- Use it to order medicines. Also get 25% OFF + Rs.250 PayPal cashback Code: NEW25 T&Cs apply Order now- http://nmc.sg/dFyH7G  					
May-28-2019	14:32	HPNETMED HPNETMED 	Long time no see. Come back to Netmeds! We've added Rs. 100 to your NMS Wallet to get you started. Use it before 31st. SHOP NOW T&C https://nms-rx.com/rs100_W  					
May-04-2019	13:17	HSBCSG HSBCSG 	"HSBCSG: 04MAY2019 13:17 Purchase at SENTOSA DEVELOPMENT CORP on *** 0044 for SGD30.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-17-2019	23:22	HSBCSG HSBCSG 	"HSBCSG: 18MAY2019 23:22 Purchase at 7-ELEVEN - T1 #02-75 on *** 0044 for SGD4.68. For assistance, call us at 18004722669 or +6564722669.  "					
May-07-2019	21:17	GRAB GRAB 	GrabPlatform: You are invited to Project-GrabVentures Testing. Please register on the developer.grab.com to access the project.  					
Jun-07-2019	20:38	HSBCSG HSBCSG 	"HSBCSG: 07JUN2019 20:38 Purchase at GRAB *47C9B90F83114CC8 on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "					
Jun-05-2019	20:17	BWBHROUZ BWBHROUZ 	"Celebrate Eid-al-Fitr with Behrouz Biryani Indulge in our Eid Specials like Gosht Haleem, Dum Gosht Biryani & more 20% OFF Code - EID20 Ordr@ bit.ly/BehrouzWeb  "					
May-06-2019	20:37	BTHDFCSC BTHDFCSC 	Your MF SIP in ADITYA BIRLA SUN LIFE DIGITAL  is due for debit On 07-MAY-19. Value : 3000 Trd No: 2979549 Kindly keep sufficient funds in your account. To Track Click here http://bit.ly/2uEEMez  					
May-18-2019	6:20	121 121 	"Roaming info: Now roam freely without fear of bill shocks. In case you have not subscribed for a roaming pack and your usage charges/day exceeds Rs.649, we will automatically activate UNLIMITED Min free incoming calls, 500 MB data, 100 mins of free local/calls to India & 100 SMS for that day without any extra cost. For details, call +919910099100 (International tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay. Special offer for Airtel customers. Get 25% instant discount on your International Hotel booking with MakeMyTrip. Use Code: IHAIRTEL and book at applinks.makemytrip.com/SMsf/c4W8jxoQVH T&C Apply - bit.ly/2hVm4f7  "					
Jun-06-2019	20:56	BTHDFCSC BTHDFCSC 	Your MF SIP in ADITYA BIRLA SUN LIFE DIGITAL  is due for debit On 07-JUN-19. Value : 3000 Trd No: 2979549 Kindly keep sufficient funds in your account. To Track Click here http://bit.ly/2uEEMez  					
Apr-17-2019	18:19	ADBMSHOW ADBMSHOW 	"Love jamming out to the hits of the legendary rock band, Queen? Would you love to rock out at a tribute show with international artists? Take this short survey and get rewarded* for sharing your thoughts. www.gs.im/m/?t=AKdj0DVkaXj *TnCs apply.  "					
May-12-2019	12:52	ADHLTCHK ADHLTCHK 	Glow in summers and keep pollution at bay with Natural Vibes Face Wash+Serum. 100% Natural. 80% Lybrate Cashback on bookings today.To Book Miss call@ 7208085710  					
May-14-2019	16:34	HSBCSG HSBCSG 	HSBCSG: 14MAY Transfer from basic account SGD 13.93- to +6585964505  					
Apr-24-2019	14:17	BRINVITE BRINVITE 	Congratulations! You are selected for free offer. Check your credit score for free   http://v3n.in/ZWPPKLHYLMNZ  					
Jun-01-2019	20:12	BWFABHTL BWFABHTL 	"Fab PayDay Sale is here! Get up to 60% + Extra 30% OFF on 400+ FabHotels. Code pre-applied. Hurry, Click http://ggl.lc/?d84279/GdaGIEIEad to Book now! T&C Apply  "					
May-28-2019	15:22	GRAB GRAB 	841054 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-19-2019	16:25	VKUSTRAA VKUSTRAA 	Double the Action! Buy 1 Ammunition Cologne Spray and Get 1 Free. Shop now -> https://tx.gl/r/e4GX/Kvznv/g9oYgn8   Optout: Text 8AHD6STOP to 919220592205  					
Apr-23-2019	15:42	HPCRTSCR HPCRTSCR 	"Congratulations, Your Credit Score has Improved in April  Click Here http://f49.bz/grzjK to Check Your Latest Credit Report for FREE!  "					
May-20-2019	19:59	IMPZMONY IMPZMONY 	Instant personal loan starting from just 10.99% for people above Rs 30000 monthly salary. Disbursal in just 48Hrs.Click http://nmc.sg/egG7Wm to apply.  					
Jun-01-2019	13:41	AXCHUMBK AXCHUMBK 	Preview of the Chumbak End of Season Sale just for you this weekend. Come shop @CyberHub store & get upto 50% off. Offer valid @select stores.T&C apply.  					
Apr-17-2019	23:44	ADvONEMG ADvONEMG 	Your Rs.100 1mgCash expires in 4 hours- Use it to order medicines. Also get 25% OFF + Rs.250 PayPal cashback* Code: NEW25 Order now- http://nmc.sg/dFHjWc  					
May-06-2019	15:56	BTOVNSTR BTOVNSTR 	"Ovenstory Pizza presents Game of Cheese Choose from Chipotle,Tandoori,Periperi,El-Classico 11-inch Pizzas Starting Rs290 +Paytm upto R120 CB @ Bit.ly/ospizza  "					
Jun-05-2019	17:21	GRAB GRAB 	<#> 243795 is your Grab Activation Code (GAC). It expires in 2 minutes. H9CMNjtZ1r6  					
May-11-2019	12:10	51466 51466 	Refund success on Amazon Pay balance: Credits: 183.0 INR. Please contact us for details at http://amazon.in/help  					
May-01-2019	19:47	VKSCRPBX VKSCRPBX 	"Your Scripbox Summary as on May 1, 2019   Neelesh Sharma You have Rs. 1.62L   Market performance in April 2019: https://l.scrpbx.in/a/4653EC8 Dashboard: https://l.scrpbx.in/a/3C416F4  "					
Apr-20-2019	18:21	BTTHETRE BTTHETRE 	"FTS is back with it's grand show LOTS OF LOVE - short love stories,live music,dance & standup comedy. Sunday,28 Apr,7 PM,LTG Audi. Tkts on bookmyshow/9873579796  "					
May-23-2019	16:54	IMHDFCBN IMHDFCBN 	"Explore & indulge in best offers on Movies, Dining, Shopping & more on our all new HDFC Bank Times Card mobile website.  Visit: resu.io/XL7B7HZME2Hp T&C  "					
Apr-06-2019	17:32	IMITAPRV IMITAPRV 	Cover your family with Rs 1 crore Life insurance @ just Rs 480/month .Compare between 30+ plans. Protect your family now  http://nmc.sg/dAZHNm  					
Apr-15-2019	11:11	ADMYAMEX ADMYAMEX 	"Dear Cardmember,Your balance on American Express card ending in 81003 is 0.00 as of 13/04/2019  "					
Apr-05-2019	13:42	ADHDFCBK ADHDFCBK 	Your Bank a/c ****2392 will be debited for Rs.1271 towards payment of HDFCBank CreditCard ending 1018 on 08/APR/2019. Kindly ignore if paid.  					
May-01-2019	18:41	ADPZCALL ADPZCALL 	"Salary more than Rs 25,000! Apply personal loan @ rate starting just 10.99% & EMI @ just 2170/lac Disbursal in just 2 days. Apply http://nmc.sg/eJfcjx now  "					
May-13-2019	21:26	AXHDFCBK AXHDFCBK 	Looking for best deals on travel? Get bookings done via 24X7 Travel Assistance on SmartBuy + 10% CashBack on your Debit Card  resu.io/HSC87HZME2i7 Call 18604251188  					
Apr-26-2019	22:13	BRFBHTLS BRFBHTLS 	"FabHours: 7 PM to 12 AM Get up to Rs. 5000 OFF on FabHotels. Use code: FABHOURS Click: http://bit.ly/2UHJ0yK to book! Hurry, Valid till midnight only!  "					
Jun-07-2019	11:53	BTFRZMNU BTFRZMNU 	FreshMenu: Rs.40 credited to your FreshMoney account. Applicable on entire menu! FreshMoney Expires on 9th June . Order now - https://fmln.in/MJyHb5AzTW  					
Apr-05-2019	22:57	BTHDFCSC BTHDFCSC 	Your MF SIP in ADITYA BIRLA SUN LIFE DIGITAL  is due for debit On 07-APR-19. Value : 3000 Trd No: 2979549 Kindly keep sufficient funds in your account. To Track Click here http://bit.ly/2uEEMez  					
May-20-2019	21:36	AXINCIND AXINCIND 	Thank you for participating and expressing your right in India s democracy. The people s mandate will be upheld.  Jai hind.  Rahul Gandhi  					
Jun-04-2019	12:07	HPNETMED HPNETMED 	Flat 20% OFF on meds + 10% NMS Cash Use code: NETMEDS30 Pay through select e-wallets and earn up to 50% cashback. *T&C https://nms-rx.com/jun3_tm  					
Apr-23-2019	17:31	HSBCSG HSBCSG 	"HSBCSG: 23APR2019 17:31 Purchase at Liberty Wireless Pte Ltd on *** 0044 for SGD10.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-25-2019	15:37	BZvpaytm BZvpaytm 	"Get up to Rs. 250 Cashback* on Avengers: Endgame weekend show tickets! Code: AVENGERS250. Last few seats left, book now on Paytm: http://m.p-y.tm/avgmlp . *T&C  "					
Jun-08-2019	13:06	BH140605 BH140605 	"A South Indian Saturday with Navarasam! Enjoy our all new saatvikam idlis, vadas & dosas with a special 40% Off Code ZOMATO Order now @ http://bit.ly/2JsPRvB  "					
Apr-06-2019	21:46	VKHDFCBK VKHDFCBK 	Rs. 200.00 credited to a/c XXXXXX2392 on 06-04-19 by a/c linked to VPA ssinghdeval@okhdfcbank (UPI Ref No  909619968937).  					
Apr-10-2019	21:35	AX540004 AX540004 	"Navarasams southern culinary saga is here!  Try our saatvikam idlis, vadas & dosas with a special 10% introductory off! Order now @ http://bit.ly/2JsPRvB  "					
May-09-2019	17:41	51466 51466 	Pay Rs 183.00 for your incoming Amazon order Mamaear... Click to Pay: http://amzn.in/28dK48v   					
Apr-27-2019	14:15	BWOVNSTR BWOVNSTR 	Make it a Cheesy Weekend wid 11-inch fully-loaded Ovenstory Pizza Get 50% OFF Starting Rs290 +Paytm CB upto R120 @ Bit.ly/ospizza This Pizza is #NextLevelCheese  					
Apr-05-2019	12:36	AXHDFCBK AXHDFCBK 	"UPDATE: INR 10,000.00 deposited in A/c XX2392 on 05-APR-19 for NEFT Cr-SBIN0001069-Mr  NEELESH  SHARMA-Neelesh Sharma-SBIN519095098679.Avl bal:INR 10,488.62 subject to clearing  "					
Apr-02-2019	21:19	AD040001 AD040001 	Double Delight at Half Price! Use Code: ZOMATOSODEXO & get 50% off with Sodexo Meal Card on 1st 3 Zomato orders from all restaurants. http://bit.ly/2N3HbNI T&Cs  					
May-16-2019	15:45	HSBCSG HSBCSG 	"HSBCSG: 16MAY2019 15:45 Cash at HSBC/RFP from 175-033***-492 for SGD500.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-26-2019	11:34	AD650016 AD650016 	"Netflix, Amazon Prime, Wynk music.   You get all this with unlimited calls and 75GB data, starting at just Rs499.  Click www.airtel.in/5/Plan499  "					
Apr-18-2019	13:07	AXNOBRKR AXNOBRKR 	"Hi Neelesh Sharma,  Is your BHK2 property in Sector 24 available for rent? To reactivate your property, give a missed call at 7208572085  "					
May-22-2019	14:06	IMSPARHM IMSPARHM 	"SPAR FARMER'S MARKET! Eat Healthy Live Healthy. Click http://bit.ly/2VDTwrr to view best offers on Fruits,Veggies & more. Hurry! SHOP NOW. Valid today. T&C.  "					
Jun-05-2019	17:26	ADPZMCRO ADPZMCRO 	Rs.1000 & 2 mins to try Mutual Funds.See your money grow with Paisabazaar. Mutual Funds Sahi Hai http://nmc.sg/f5AuBk  					
May-17-2019	12:25	VKMYAMEX VKMYAMEX 	A charge of INR 1.00 has been initiated on your American Express Card No. ***81003 at GOOGLE SERVICES on 17/05/2019 at 09:55AM IST.  					
Apr-08-2019	18:50	AXHDFCBK AXHDFCBK 	"UPDATE: INR 6,000.00 debited from A/c XX2392 on 08-APR-19. Info: Net PI to HSL Sec A/c 2979549-00602340029410. Avl bal:INR 3,417.62  "					
Apr-13-2019	16:22	AXCHUMBK AXCHUMBK 	"We're excited to announce that Chumbak is now open at Ardee Mall, Gurgaon. Come shop from our spring collection in Home, Fashion & Beauty https://bit.ly/2URsKQ0  "					
May-21-2019	12:01	HPNETMED HPNETMED 	Alerts: Flat 20% OFF* on Meds + 100% NMS SuperCash | code: MAHI100. Pay through select e-wallets and earn up to 25% cashback. *T&C https://nms.care/may21_tm  					
